transaction_id,raw_address,unmatch_reason
none-maspeth-avenue-unit-7c-brooklyn-ny-11211_46,"Maspeth Avenue Unit 7C, Brooklyn, NY 11211",no exact match found
none-north-7th-street-unit-phb-brooklyn-ny-11211_47,"North 7th Street Unit PHB, Brooklyn, NY 11211",no exact match found
none-manhattan-avenue-unit-4r-brooklyn-ny-11211_47,"Manhattan Avenue Unit 4R, Brooklyn, NY 11211",no exact match found
none-withers-street-unit-2-brooklyn-ny-11211_47,"Withers Street Unit 2, Brooklyn, NY 11211",no exact match found
rplu-10325230448-174-north-6th-street-none-brooklyn-ny-11211_47,"174 North 6th Street NaN, Brooklyn, NY 11211",no exact match found
none-skillman-avenue-unit-4f-brooklyn-ny-11211_47,"Skillman Avenue Unit 4F, Brooklyn, NY 11211",no exact match found
none-skillman-avenue-unit-3-brooklyn-ny-11211_47,"Skillman Avenue Unit 3, Brooklyn, NY 11211",no exact match found
none-metropolitan-avenue-unit-5h-brooklyn-ny-11211_47,"Metropolitan Avenue Unit 5H, Brooklyn, NY 11211",no exact match found
none-north-11th-street-unit-1l-brooklyn-ny-11211_47,"North 11th Street Unit 1L, Brooklyn, NY 11211",no exact match found
none-manhattan-avenue-unit-3r-brooklyn-ny-11211_47,"Manhattan Avenue Unit 3R, Brooklyn, NY 11211",no exact match found
none-manhattan-avenue-unit-2-brooklyn-ny-11211_47,"Manhattan Avenue Unit 2, Brooklyn, NY 11211",no exact match found
none-hope-street-unit-pha-brooklyn-ny-11211_47,"Hope Street Unit PHA, Brooklyn, NY 11211",no exact match found
none-roebling-street-unit-4b-brooklyn-ny-11211_47,"Roebling Street Unit 4B, Brooklyn, NY 11211",no exact match found
none-devoe-street-unit-na-brooklyn-ny-11211_47,"Devoe Street Unit NA, Brooklyn, NY 11211",no exact match found
none-north-6th-street-unit-1-brooklyn-ny-11211_47,"North 6th Street Unit 1, Brooklyn, NY 11211",no exact match found
none-jackson-street-unit-1b-brooklyn-ny-11211_47,"Jackson Street Unit 1B, Brooklyn, NY 11211",no exact match found
none-jackson-street-unit-2-brooklyn-ny-11211_47,"Jackson Street Unit 2, Brooklyn, NY 11211",no exact match found
none-manhattan-avenue-unit-4f-brooklyn-ny-11211_47,"Manhattan Avenue Unit 4F, Brooklyn, NY 11211",no exact match found
none-havemeyer-street-unit-6a-brooklyn-ny-11211_47,"Havemeyer Street Unit 6A, Brooklyn, NY 11211",no exact match found
none-north-6th-street-unit-3-brooklyn-ny-11211_47,"North 6th Street Unit 3, Brooklyn, NY 11211",no exact match found
none-south-5th-street-unit-c1-brooklyn-ny-11211_47,"South 5th Street Unit C1, Brooklyn, NY 11211",no exact match found
none-union-avenue-unit-3c-brooklyn-ny-11211_47,"Union Avenue Unit 3C, Brooklyn, NY 11211",no exact match found
none-south-8th-street-unit-1a-brooklyn-ny-11211_47,"South 8th Street Unit 1A, Brooklyn, NY 11211",no exact match found
none-north-6th-street-unit-2r-brooklyn-ny-11211_47,"North 6th Street Unit 2R, Brooklyn, NY 11211",no exact match found
none-north-8th-street-none-brooklyn-ny-11211_47,"North 8th Street NaN, Brooklyn, NY 11211",no exact match found
none-jackson-street-unit-3b-brooklyn-ny-11211_47,"Jackson Street Unit 3B, Brooklyn, NY 11211",no exact match found
none-north-8th-street-unit-ph-brooklyn-ny-11211_47,"North 8th Street Unit PH, Brooklyn, NY 11211",no exact match found
none-jackson-street-unit-3-brooklyn-ny-11211_47,"Jackson Street Unit 3, Brooklyn, NY 11211",no exact match found
none-south-8th-street-unit-1a-brooklyn-ny-11211-0_47,"South 8th Street Unit 1A, Brooklyn, NY 11211",no exact match found
none-union-avenue-unit-206-brooklyn-ny-11211_47,"Union Avenue Unit 206, Brooklyn, NY 11211",no exact match found
none-jackson-street-unit-ph-brooklyn-ny-11211_47,"Jackson Street Unit PH, Brooklyn, NY 11211",no exact match found
none-woodpoint-road-unit-5-brooklyn-ny-11211_47,"Woodpoint Road Unit 5, Brooklyn, NY 11211",no exact match found
none-skillman-avenue-unit-2-brooklyn-ny-11211-0_47,"Skillman Avenue Unit 2, Brooklyn, NY 11211",no exact match found
none-woodpoint-road-unit-1-brooklyn-ny-11211-0_47,"Woodpoint Road Unit 1, Brooklyn, NY 11211",no exact match found
none-north-11th-street-unit-5r-brooklyn-ny-11211-0_47,"North 11th Street Unit 5R, Brooklyn, NY 11211",no exact match found
none-manhattan-avenue-none-brooklyn-ny-11211-0_47,"Manhattan Avenue NaN, Brooklyn, NY 11211",no exact match found
none-manhattan-avenue-unit-3f-brooklyn-ny-11211-0_47,"Manhattan Avenue Unit 3F, Brooklyn, NY 11211",no exact match found
none-south-5th-street-unit-c2-brooklyn-ny-11211_47,"South 5th Street Unit C2, Brooklyn, NY 11211",no exact match found
none-jackson-street-unit-3b-brooklyn-ny-11211-0_47,"Jackson Street Unit 3B, Brooklyn, NY 11211",no exact match found
none-north-8th-street-unit-ph-brooklyn-ny-11211-0_20,"North 8th Street Unit PH, Brooklyn, NY 11211",no exact match found
none-lorimer-street-unit-1-brooklyn-ny-11211_20,"Lorimer Street Unit 1, Brooklyn, NY 11211",no exact match found
none-skillman-avenue-unit-3b-brooklyn-ny-11211_20,"Skillman Avenue Unit 3B, Brooklyn, NY 11211",no exact match found
none-havemeyer-street-unit-6a-brooklyn-ny-11211-0_20,"Havemeyer Street Unit 6A, Brooklyn, NY 11211",no exact match found
none-north-8th-street-none-brooklyn-ny-11211-0_47,"North 8th Street NaN, Brooklyn, NY 11211",no exact match found
none-manhattan-avenue-unit-4f-brooklyn-ny-11211-0_47,"Manhattan Avenue Unit 4F, Brooklyn, NY 11211",no exact match found
none-skillman-avenue-unit-3-brooklyn-ny-11211-0_47,"Skillman Avenue Unit 3, Brooklyn, NY 11211",no exact match found
none-north-11th-street-unit-1l-brooklyn-ny-11211_21,"North 11th Street Unit 1L, Brooklyn, NY 11211",no exact match found
none-lorimer-street-unit-1-brooklyn-ny-11211_47,"Lorimer Street Unit 1, Brooklyn, NY 11211",no exact match found
none-skillman-avenue-unit-3b-brooklyn-ny-11211_47,"Skillman Avenue Unit 3B, Brooklyn, NY 11211",no exact match found
none-havemeyer-street-unit-6a-brooklyn-ny-11211-0_47,"Havemeyer Street Unit 6A, Brooklyn, NY 11211",no exact match found
none-manhattan-avenue-unit-3r-brooklyn-ny-11211_21,"Manhattan Avenue Unit 3R, Brooklyn, NY 11211",no exact match found
none-manhattan-avenue-unit-4r-brooklyn-ny-11211_48,"Manhattan Avenue Unit 4R, Brooklyn, NY 11211",no exact match found
none-skillman-avenue-unit-4f-brooklyn-ny-11211_48,"Skillman Avenue Unit 4F, Brooklyn, NY 11211",no exact match found
none-skillman-avenue-unit-3-brooklyn-ny-11211_48,"Skillman Avenue Unit 3, Brooklyn, NY 11211",no exact match found
none-metropolitan-avenue-unit-5h-brooklyn-ny-11211_48,"Metropolitan Avenue Unit 5H, Brooklyn, NY 11211",no exact match found
none-north-11th-street-unit-1l-brooklyn-ny-11211_48,"North 11th Street Unit 1L, Brooklyn, NY 11211",no exact match found
none-manhattan-avenue-unit-2-brooklyn-ny-11211_48,"Manhattan Avenue Unit 2, Brooklyn, NY 11211",no exact match found
none-hope-street-unit-pha-brooklyn-ny-11211_48,"Hope Street Unit PHA, Brooklyn, NY 11211",no exact match found
none-roebling-street-unit-4b-brooklyn-ny-11211_48,"Roebling Street Unit 4B, Brooklyn, NY 11211",no exact match found
none-devoe-street-unit-na-brooklyn-ny-11211_48,"Devoe Street Unit NA, Brooklyn, NY 11211",no exact match found
none-north-6th-street-unit-1-brooklyn-ny-11211_48,"North 6th Street Unit 1, Brooklyn, NY 11211",no exact match found
none-jackson-street-unit-1b-brooklyn-ny-11211_48,"Jackson Street Unit 1B, Brooklyn, NY 11211",no exact match found
none-union-avenue-unit-4d-5d-brooklyn-ny-11211_48,"Union Avenue Unit 4D/5D, Brooklyn, NY 11211",no exact match found
none-south-4th-street-unit-4a-brooklyn-ny-11211_48,"South 4th Street Unit 4A, Brooklyn, NY 11211",no exact match found
none-north-10th-street-unit-3a-brooklyn-ny-11211_48,"North 10th Street Unit 3A, Brooklyn, NY 11211",no exact match found
none-union-avenue-none-brooklyn-ny-11211_48,"Union Avenue NaN, Brooklyn, NY 11211",no exact match found
none-withers-street-unit-5e-brooklyn-ny-11211_48,"Withers Street Unit 5E, Brooklyn, NY 11211",no exact match found
none-withers-street-unit-ph3-brooklyn-ny-11211_48,"Withers Street Unit PH3, Brooklyn, NY 11211",no exact match found
none-division-avenue-unit-16-brooklyn-ny-11211_48,"Division Avenue Unit 16, Brooklyn, NY 11211",no exact match found
none-skillman-avenue-unit-1a-brooklyn-ny-11211_48,"Skillman Avenue Unit 1A, Brooklyn, NY 11211",no exact match found
none-south-5th-street-unit-c1-brooklyn-ny-11211_48,"South 5th Street Unit C1, Brooklyn, NY 11211",no exact match found
none-union-avenue-unit-3c-brooklyn-ny-11211_48,"Union Avenue Unit 3C, Brooklyn, NY 11211",no exact match found
none-roebling-street-unit-1-brooklyn-ny-11211_48,"Roebling Street Unit 1, Brooklyn, NY 11211",no exact match found
none-north-6th-street-unit-1-brooklyn-ny-11211_21,"North 6th Street Unit 1, Brooklyn, NY 11211",no exact match found
none-jackson-street-unit-1b-brooklyn-ny-11211_21,"Jackson Street Unit 1B, Brooklyn, NY 11211",no exact match found
none-union-avenue-unit-4d-5d-brooklyn-ny-11211_21,"Union Avenue Unit 4D/5D, Brooklyn, NY 11211",no exact match found
none-north-6th-street-unit-2r-brooklyn-ny-11211_48,"North 6th Street Unit 2R, Brooklyn, NY 11211",no exact match found
none-jackson-street-unit-5-brooklyn-ny-11211_48,"Jackson Street Unit 5, Brooklyn, NY 11211",no exact match found
none-havemeyer-street-none-brooklyn-ny-11211-0_48,"Havemeyer Street NaN, Brooklyn, NY 11211",no exact match found
none-havemeyer-street-none-brooklyn-ny-11211_48,"Havemeyer Street NaN, Brooklyn, NY 11211",no exact match found
none-jackson-street-unit-3b-brooklyn-ny-11211_48,"Jackson Street Unit 3B, Brooklyn, NY 11211",no exact match found
none-north-8th-street-unit-ph-brooklyn-ny-11211_48,"North 8th Street Unit PH, Brooklyn, NY 11211",no exact match found
none-74-jackson-street-unit-garden-brooklyn-ny-11211_48,"74 Jackson Street Unit GARDEN, Brooklyn, NY 11211",no phonetic match found
none-jackson-street-unit-2-brooklyn-ny-11211_21,"Jackson Street Unit 2, Brooklyn, NY 11211",no exact match found
none-manhattan-avenue-unit-4f-brooklyn-ny-11211_21,"Manhattan Avenue Unit 4F, Brooklyn, NY 11211",no exact match found
none-manhattan-avenue-unit-3f-brooklyn-ny-11211_21,"Manhattan Avenue Unit 3F, Brooklyn, NY 11211",no exact match found
none-manhattan-avenue-none-brooklyn-ny-11211_21,"Manhattan Avenue NaN, Brooklyn, NY 11211",no exact match found
none-maspeth-avenue-unit-2d-brooklyn-ny-11211_21,"Maspeth Avenue Unit 2D, Brooklyn, NY 11211",no exact match found
none-grand-street-none-brooklyn-ny-11211_21,"Grand Street NaN, Brooklyn, NY 11211",no exact match found
none-division-avenue-unit-16-brooklyn-ny-11211_21,"Division Avenue Unit 16, Brooklyn, NY 11211",no exact match found
none-skillman-avenue-unit-1a-brooklyn-ny-11211_21,"Skillman Avenue Unit 1A, Brooklyn, NY 11211",no exact match found
none-north-6th-street-unit-3-brooklyn-ny-11211_21,"North 6th Street Unit 3, Brooklyn, NY 11211",no exact match found
none-union-avenue-unit-5c-brooklyn-ny-11211_48,"Union Avenue Unit 5C, Brooklyn, NY 11211",no exact match found
none-jackson-street-unit-3-brooklyn-ny-11211_48,"Jackson Street Unit 3, Brooklyn, NY 11211",no exact match found
none-woodpoint-road-unit-3-brooklyn-ny-11211_48,"Woodpoint Road Unit 3, Brooklyn, NY 11211",no exact match found
none-jackson-street-unit-4-brooklyn-ny-11211_48,"Jackson Street Unit 4, Brooklyn, NY 11211",no exact match found
none-skillman-avenue-unit-2-brooklyn-ny-11211_48,"Skillman Avenue Unit 2, Brooklyn, NY 11211",no exact match found
none-north-11th-street-unit-5r-brooklyn-ny-11211_48,"North 11th Street Unit 5R, Brooklyn, NY 11211",no exact match found
none-woodpoint-road-unit-1-brooklyn-ny-11211_48,"Woodpoint Road Unit 1, Brooklyn, NY 11211",no exact match found
none-south-5th-street-unit-2-brooklyn-ny-11211_48,"South 5th Street Unit 2, Brooklyn, NY 11211",no exact match found
none-south-8th-street-unit-1a-brooklyn-ny-11211-0_48,"South 8th Street Unit 1A, Brooklyn, NY 11211",no exact match found
none-skillman-avenue-unit-1-brooklyn-ny-11211_48,"Skillman Avenue Unit 1, Brooklyn, NY 11211",no exact match found
none-south-5th-street-unit-c1-brooklyn-ny-11211_21,"South 5th Street Unit C1, Brooklyn, NY 11211",no exact match found
none-union-avenue-unit-3c-brooklyn-ny-11211_21,"Union Avenue Unit 3C, Brooklyn, NY 11211",no exact match found
none-jackson-street-unit-5-brooklyn-ny-11211_21,"Jackson Street Unit 5, Brooklyn, NY 11211",no exact match found
none-havemeyer-street-none-brooklyn-ny-11211-0_21,"Havemeyer Street NaN, Brooklyn, NY 11211",no exact match found
none-havemeyer-street-none-brooklyn-ny-11211_21,"Havemeyer Street NaN, Brooklyn, NY 11211",no exact match found
none-jackson-street-unit-3b-brooklyn-ny-11211_21,"Jackson Street Unit 3B, Brooklyn, NY 11211",no exact match found
none-north-8th-street-unit-ph-brooklyn-ny-11211_21,"North 8th Street Unit PH, Brooklyn, NY 11211",no exact match found
none-union-avenue-unit-5c-brooklyn-ny-11211_21,"Union Avenue Unit 5C, Brooklyn, NY 11211",no exact match found
none-jackson-street-unit-ph-brooklyn-ny-11211_48,"Jackson Street Unit PH, Brooklyn, NY 11211",no exact match found
none-woodpoint-road-unit-5-brooklyn-ny-11211_48,"Woodpoint Road Unit 5, Brooklyn, NY 11211",no exact match found
none-skillman-avenue-unit-2-brooklyn-ny-11211-0_48,"Skillman Avenue Unit 2, Brooklyn, NY 11211",no exact match found
none-north-11th-street-unit-5r-brooklyn-ny-11211-0_48,"North 11th Street Unit 5R, Brooklyn, NY 11211",no exact match found
none-manhattan-avenue-none-brooklyn-ny-11211-0_48,"Manhattan Avenue NaN, Brooklyn, NY 11211",no exact match found
none-manhattan-avenue-unit-3f-brooklyn-ny-11211-0_48,"Manhattan Avenue Unit 3F, Brooklyn, NY 11211",no exact match found
none-south-5th-street-unit-c2-brooklyn-ny-11211_48,"South 5th Street Unit C2, Brooklyn, NY 11211",no exact match found
none-jackson-street-unit-3b-brooklyn-ny-11211-0_48,"Jackson Street Unit 3B, Brooklyn, NY 11211",no exact match found
none-north-8th-street-none-brooklyn-ny-11211-0_48,"North 8th Street NaN, Brooklyn, NY 11211",no exact match found
none-manhattan-avenue-unit-4f-brooklyn-ny-11211-0_48,"Manhattan Avenue Unit 4F, Brooklyn, NY 11211",no exact match found
none-skillman-avenue-unit-3-brooklyn-ny-11211-0_48,"Skillman Avenue Unit 3, Brooklyn, NY 11211",no exact match found
none-jackson-street-unit-ph-brooklyn-ny-11211-0_48,"Jackson Street Unit PH, Brooklyn, NY 11211",no exact match found
none-north-8th-street-unit-ph-brooklyn-ny-11211-0_48,"North 8th Street Unit PH, Brooklyn, NY 11211",no exact match found
none-lorimer-street-unit-1-brooklyn-ny-11211_48,"Lorimer Street Unit 1, Brooklyn, NY 11211",no exact match found
none-skillman-avenue-unit-3b-brooklyn-ny-11211_48,"Skillman Avenue Unit 3B, Brooklyn, NY 11211",no exact match found
none-division-avenue-unit-16-brooklyn-ny-11211-0_48,"Division Avenue Unit 16, Brooklyn, NY 11211",no exact match found
none-skillman-avenue-unit-4f-brooklyn-ny-11211-0_48,"Skillman Avenue Unit 4F, Brooklyn, NY 11211",no exact match found
none-maspeth-avenue-unit-2d-brooklyn-ny-11211-0_48,"Maspeth Avenue Unit 2D, Brooklyn, NY 11211",no exact match found
none-north-11th-street-unit-4w-brooklyn-ny-11211-0_48,"North 11th Street Unit 4W, Brooklyn, NY 11211",no exact match found
none-grand-street-none-brooklyn-ny-11211-0_48,"Grand Street NaN, Brooklyn, NY 11211",no exact match found
none-maspeth-avenue-unit-7c-brooklyn-ny-11211_48,"Maspeth Avenue Unit 7C, Brooklyn, NY 11211",no exact match found
none-north-7th-street-unit-phb-brooklyn-ny-11211_49,"North 7th Street Unit PHB, Brooklyn, NY 11211",no exact match found
none-manhattan-avenue-unit-4r-brooklyn-ny-11211_49,"Manhattan Avenue Unit 4R, Brooklyn, NY 11211",no exact match found
none-withers-street-unit-2-brooklyn-ny-11211_49,"Withers Street Unit 2, Brooklyn, NY 11211",no exact match found
rplu-10325230448-174-north-6th-street-none-brooklyn-ny-11211_49,"174 North 6th Street NaN, Brooklyn, NY 11211",no exact match found
none-skillman-avenue-unit-4f-brooklyn-ny-11211_49,"Skillman Avenue Unit 4F, Brooklyn, NY 11211",no exact match found
none-skillman-avenue-unit-3-brooklyn-ny-11211_49,"Skillman Avenue Unit 3, Brooklyn, NY 11211",no exact match found
none-south-5th-street-unit-3-brooklyn-ny-11211_49,"South 5th Street Unit 3, Brooklyn, NY 11211",no exact match found
none-north-11th-street-unit-1l-brooklyn-ny-11211_49,"North 11th Street Unit 1L, Brooklyn, NY 11211",no exact match found
none-manhattan-avenue-unit-2-brooklyn-ny-11211_49,"Manhattan Avenue Unit 2, Brooklyn, NY 11211",no exact match found
none-hope-street-unit-pha-brooklyn-ny-11211_49,"Hope Street Unit PHA, Brooklyn, NY 11211",no exact match found
none-roebling-street-unit-4b-brooklyn-ny-11211_49,"Roebling Street Unit 4B, Brooklyn, NY 11211",no exact match found
none-devoe-street-unit-na-brooklyn-ny-11211_49,"Devoe Street Unit NA, Brooklyn, NY 11211",no exact match found
none-north-6th-street-unit-1-brooklyn-ny-11211_49,"North 6th Street Unit 1, Brooklyn, NY 11211",no exact match found
none-jackson-street-unit-1b-brooklyn-ny-11211_49,"Jackson Street Unit 1B, Brooklyn, NY 11211",no exact match found
none-union-avenue-unit-4d-5d-brooklyn-ny-11211_49,"Union Avenue Unit 4D/5D, Brooklyn, NY 11211",no exact match found
none-south-4th-street-unit-4a-brooklyn-ny-11211_49,"South 4th Street Unit 4A, Brooklyn, NY 11211",no exact match found
none-north-10th-street-unit-3a-brooklyn-ny-11211_49,"North 10th Street Unit 3A, Brooklyn, NY 11211",no exact match found
none-union-avenue-none-brooklyn-ny-11211_49,"Union Avenue NaN, Brooklyn, NY 11211",no exact match found
none-withers-street-unit-5e-brooklyn-ny-11211_49,"Withers Street Unit 5E, Brooklyn, NY 11211",no exact match found
none-withers-street-unit-ph3-brooklyn-ny-11211_49,"Withers Street Unit PH3, Brooklyn, NY 11211",no exact match found
none-south-5th-street-unit-c2-brooklyn-ny-11211_32,"South 5th Street Unit C2, Brooklyn, NY 11211",no exact match found
none-jackson-street-unit-3b-brooklyn-ny-11211-0_32,"Jackson Street Unit 3B, Brooklyn, NY 11211",no exact match found
none-jackson-street-unit-2-brooklyn-ny-11211_49,"Jackson Street Unit 2, Brooklyn, NY 11211",no exact match found
none-north-6th-street-unit-3-brooklyn-ny-11211_49,"North 6th Street Unit 3, Brooklyn, NY 11211",no exact match found
none-roebling-street-unit-1-brooklyn-ny-11211_49,"Roebling Street Unit 1, Brooklyn, NY 11211",no exact match found
none-south-8th-street-unit-1a-brooklyn-ny-11211_49,"South 8th Street Unit 1A, Brooklyn, NY 11211",no exact match found
none-north-6th-street-unit-2r-brooklyn-ny-11211_49,"North 6th Street Unit 2R, Brooklyn, NY 11211",no exact match found
none-north-8th-street-none-brooklyn-ny-11211_49,"North 8th Street NaN, Brooklyn, NY 11211",no exact match found
none-jackson-street-unit-5-brooklyn-ny-11211_49,"Jackson Street Unit 5, Brooklyn, NY 11211",no exact match found
none-havemeyer-street-none-brooklyn-ny-11211-0_49,"Havemeyer Street NaN, Brooklyn, NY 11211",no exact match found
none-havemeyer-street-none-brooklyn-ny-11211_49,"Havemeyer Street NaN, Brooklyn, NY 11211",no exact match found
none-jackson-street-unit-3b-brooklyn-ny-11211_49,"Jackson Street Unit 3B, Brooklyn, NY 11211",no exact match found
none-north-8th-street-unit-ph-brooklyn-ny-11211_49,"North 8th Street Unit PH, Brooklyn, NY 11211",no exact match found
none-74-jackson-street-unit-garden-brooklyn-ny-11211_49,"74 Jackson Street Unit GARDEN, Brooklyn, NY 11211",no phonetic match found
none-north-8th-street-none-brooklyn-ny-11211-0_32,"North 8th Street NaN, Brooklyn, NY 11211",no exact match found
none-manhattan-avenue-unit-4f-brooklyn-ny-11211-0_32,"Manhattan Avenue Unit 4F, Brooklyn, NY 11211",no exact match found
none-jackson-street-unit-3-brooklyn-ny-11211_21,"Jackson Street Unit 3, Brooklyn, NY 11211",no exact match found
none-woodpoint-road-unit-3-brooklyn-ny-11211_21,"Woodpoint Road Unit 3, Brooklyn, NY 11211",no exact match found
none-jackson-street-unit-4-brooklyn-ny-11211_21,"Jackson Street Unit 4, Brooklyn, NY 11211",no exact match found
none-skillman-avenue-unit-2-brooklyn-ny-11211_21,"Skillman Avenue Unit 2, Brooklyn, NY 11211",no exact match found
none-north-11th-street-unit-5r-brooklyn-ny-11211_21,"North 11th Street Unit 5R, Brooklyn, NY 11211",no exact match found
none-woodpoint-road-unit-1-brooklyn-ny-11211_21,"Woodpoint Road Unit 1, Brooklyn, NY 11211",no exact match found
none-south-5th-street-unit-2-brooklyn-ny-11211_21,"South 5th Street Unit 2, Brooklyn, NY 11211",no exact match found
none-jackson-street-unit-3-brooklyn-ny-11211_49,"Jackson Street Unit 3, Brooklyn, NY 11211",no exact match found
none-woodpoint-road-unit-3-brooklyn-ny-11211_49,"Woodpoint Road Unit 3, Brooklyn, NY 11211",no exact match found
none-jackson-street-unit-4-brooklyn-ny-11211_49,"Jackson Street Unit 4, Brooklyn, NY 11211",no exact match found
none-skillman-avenue-unit-2-brooklyn-ny-11211_49,"Skillman Avenue Unit 2, Brooklyn, NY 11211",no exact match found
none-north-11th-street-unit-5r-brooklyn-ny-11211_49,"North 11th Street Unit 5R, Brooklyn, NY 11211",no exact match found
none-woodpoint-road-unit-1-brooklyn-ny-11211_49,"Woodpoint Road Unit 1, Brooklyn, NY 11211",no exact match found
none-south-5th-street-unit-2-brooklyn-ny-11211_49,"South 5th Street Unit 2, Brooklyn, NY 11211",no exact match found
none-skillman-avenue-unit-3-brooklyn-ny-11211-0_32,"Skillman Avenue Unit 3, Brooklyn, NY 11211",no exact match found
none-jackson-street-unit-ph-brooklyn-ny-11211-0_32,"Jackson Street Unit PH, Brooklyn, NY 11211",no exact match found
none-north-8th-street-unit-ph-brooklyn-ny-11211-0_32,"North 8th Street Unit PH, Brooklyn, NY 11211",no exact match found
none-havemeyer-street-unit-6a-brooklyn-ny-11211-0_32,"Havemeyer Street Unit 6A, Brooklyn, NY 11211",no exact match found
none-skillman-avenue-unit-4f-brooklyn-ny-11211-0_32,"Skillman Avenue Unit 4F, Brooklyn, NY 11211",no exact match found
none-woodpoint-road-unit-5-brooklyn-ny-11211_49,"Woodpoint Road Unit 5, Brooklyn, NY 11211",no exact match found
none-skillman-avenue-unit-2-brooklyn-ny-11211-0_49,"Skillman Avenue Unit 2, Brooklyn, NY 11211",no exact match found
none-woodpoint-road-unit-1-brooklyn-ny-11211-0_49,"Woodpoint Road Unit 1, Brooklyn, NY 11211",no exact match found
none-north-11th-street-unit-5r-brooklyn-ny-11211-0_49,"North 11th Street Unit 5R, Brooklyn, NY 11211",no exact match found
none-manhattan-avenue-none-brooklyn-ny-11211-0_49,"Manhattan Avenue NaN, Brooklyn, NY 11211",no exact match found
none-manhattan-avenue-unit-3f-brooklyn-ny-11211-0_49,"Manhattan Avenue Unit 3F, Brooklyn, NY 11211",no exact match found
none-grand-street-none-brooklyn-ny-11211-0_32,"Grand Street NaN, Brooklyn, NY 11211",no exact match found
none-maspeth-avenue-unit-7c-brooklyn-ny-11211_32,"Maspeth Avenue Unit 7C, Brooklyn, NY 11211",no exact match found
none-south-5th-street-unit-2-brooklyn-ny-11211-0_49,"South 5th Street Unit 2, Brooklyn, NY 11211",no exact match found
none-jackson-street-unit-3b-brooklyn-ny-11211-0_21,"Jackson Street Unit 3B, Brooklyn, NY 11211",no exact match found
none-manhattan-avenue-unit-4f-brooklyn-ny-11211-0_21,"Manhattan Avenue Unit 4F, Brooklyn, NY 11211",no exact match found
none-skillman-avenue-unit-3-brooklyn-ny-11211-0_21,"Skillman Avenue Unit 3, Brooklyn, NY 11211",no exact match found
none-jackson-street-unit-ph-brooklyn-ny-11211-0_21,"Jackson Street Unit PH, Brooklyn, NY 11211",no exact match found
none-north-8th-street-unit-ph-brooklyn-ny-11211-0_21,"North 8th Street Unit PH, Brooklyn, NY 11211",no exact match found
none-skillman-avenue-unit-3b-brooklyn-ny-11211_49,"Skillman Avenue Unit 3B, Brooklyn, NY 11211",no exact match found
none-division-avenue-unit-16-brooklyn-ny-11211-0_49,"Division Avenue Unit 16, Brooklyn, NY 11211",no exact match found
none-havemeyer-street-unit-6a-brooklyn-ny-11211-0_49,"Havemeyer Street Unit 6A, Brooklyn, NY 11211",no exact match found
none-north-11th-street-unit-4w-brooklyn-ny-11211-0_49,"North 11th Street Unit 4W, Brooklyn, NY 11211",no exact match found
none-grand-street-none-brooklyn-ny-11211-0_49,"Grand Street NaN, Brooklyn, NY 11211",no exact match found
none-north-7th-street-unit-phb-brooklyn-ny-11211_50,"North 7th Street Unit PHB, Brooklyn, NY 11211",no exact match found
none-manhattan-avenue-unit-4r-brooklyn-ny-11211_50,"Manhattan Avenue Unit 4R, Brooklyn, NY 11211",no exact match found
none-withers-street-unit-2-brooklyn-ny-11211_50,"Withers Street Unit 2, Brooklyn, NY 11211",no exact match found
rplu-10325230448-174-north-6th-street-none-brooklyn-ny-11211_50,"174 North 6th Street NaN, Brooklyn, NY 11211",no exact match found
none-skillman-avenue-unit-4f-brooklyn-ny-11211_50,"Skillman Avenue Unit 4F, Brooklyn, NY 11211",no exact match found
none-skillman-avenue-unit-3-brooklyn-ny-11211_50,"Skillman Avenue Unit 3, Brooklyn, NY 11211",no exact match found
none-metropolitan-avenue-unit-5h-brooklyn-ny-11211_50,"Metropolitan Avenue Unit 5H, Brooklyn, NY 11211",no exact match found
none-south-5th-street-unit-3-brooklyn-ny-11211_50,"South 5th Street Unit 3, Brooklyn, NY 11211",no exact match found
none-north-11th-street-unit-1l-brooklyn-ny-11211_50,"North 11th Street Unit 1L, Brooklyn, NY 11211",no exact match found
none-manhattan-avenue-unit-3r-brooklyn-ny-11211_50,"Manhattan Avenue Unit 3R, Brooklyn, NY 11211",no exact match found
none-roebling-street-unit-4b-brooklyn-ny-11211_50,"Roebling Street Unit 4B, Brooklyn, NY 11211",no exact match found
none-devoe-street-unit-na-brooklyn-ny-11211_50,"Devoe Street Unit NA, Brooklyn, NY 11211",no exact match found
none-north-6th-street-unit-1-brooklyn-ny-11211_50,"North 6th Street Unit 1, Brooklyn, NY 11211",no exact match found
none-jackson-street-unit-1b-brooklyn-ny-11211_50,"Jackson Street Unit 1B, Brooklyn, NY 11211",no exact match found
none-union-avenue-unit-4d-5d-brooklyn-ny-11211_50,"Union Avenue Unit 4D/5D, Brooklyn, NY 11211",no exact match found
none-south-4th-street-unit-4a-brooklyn-ny-11211_50,"South 4th Street Unit 4A, Brooklyn, NY 11211",no exact match found
none-north-10th-street-unit-3a-brooklyn-ny-11211_50,"North 10th Street Unit 3A, Brooklyn, NY 11211",no exact match found
none-north-6th-street-unit-1-brooklyn-ny-11211_22,"North 6th Street Unit 1, Brooklyn, NY 11211",no exact match found
none-jackson-street-unit-1b-brooklyn-ny-11211_22,"Jackson Street Unit 1B, Brooklyn, NY 11211",no exact match found
